伶	龄,冷,铃,另,磷,邻,陵,灵,玲,凝,林,零,临,怜,领,令,凌,岭
尖	碱,蒋,讲,匠,简,见,减,箭,键,降,姜,剪,渐,奖,剑,件,健,建,江,疆,检,坚,将,兼,监,肩,鉴,间,艰,舰,僵,践,奸,歼,浆
汰	台,太,抬,泰,胎,态
悄	敲,瞧,桥,梢,稍,巧,肖,乔,哨,侨,销,硝,消
蝗	荒,缓,皇,惶,幻,煌,环,欢,黄,患,换,晃,慌,唤
彤	筒,痛,童,桶,通,统,铜,同
斌	饼,兵,冰,滨,并,丙,宾,病
揉	柔,楼,肉,漏
权	拳,圈,又,全,劝,泉,券
培	胚,配,佩,赔,陪
瘪	别
惩	尘,称,程,沉,症,城,层,证,诚,衬,歪,臣,承,呈,趁,曾,正,征,陈,成,晨,撑,乘
想	享,项,宪,显,乡,象,献,鲜,线,香,县,贤,现,翔,祥,箱,掀,橡,相,腺,弦,仙,嫌,响,详,险,限,先,纤,陷,像,湘,向,闲
取	屈,趣,驱,渠,躯,区,去,曲,趋
在	摘,窄,寨,宰,再,灾,载,宅,债,仔,栽
着	这,择,哲,浙,著,折,者,遮,责,则,泽
啤	披,譬,匹,皮,辟,疲,屁,脾,批
褂	刮,瓜,夸,寡,挂,跨
总	忠,仲,纵,终,众,重,宗,种,综,钟,衷,中,踪,肿
唐	坦,滩,躺,谈,倘,堂,碳,糖,炭,探,贪,坛,塘,汤,趟,叹,摊
嘲	巢,超,操,朝,抄,曹,槽,撤,吵,草,潮
膜	墨,陌,魔,莫,默,抹,模,漠,摸,磨,摩,末,沫
撑	尘,称,程,沉,惩,城,层,诚,衬,臣,承,呈,趁,曾,陈,成,晨,乘
勋	训,讯,旬,寻,迅,询,逊,循,巡
鞋	写,些,协,卸,斜,谐,携,械,歇,泄,胁,邪,谢
稍	嫂,绍,梢,烧,肖,悄,哨,扫,销,少,硝,消
撵	娘,链,恋,连,练,炼,联,怜,廉,念,莲,年,帘,脸
藉	基,挤,集,济,鸡,寂,脊,际,机,既,疾,祭,技,及,辑,吉,迹,级,急,极,积,饥,即,几,击,己,绩,肌,激,忌,计,季,继,寄,籍,剂,记,纪
租	阻,柱,煮,驻,贮,嘱,主,祝,助,筑,珠,足,住,竹,铸,逐,组,祖,诸,猪,朱,株,族,注
盔	规,跪,鬼,愧,桂,贵,硅,轨,亏,龟,柜,归,溃
温	吻,翁,文,纹,稳,问,闻
熔	绒,溶,拢,容,笼,融,龙,隆,荣,垄
肥	菲,黑,匪,肺,非,嘿,废,费,飞,沸
付	抚,扶,忽,副,服,湖,富,糊,过,乎,赋,复,夫,傅,妇,覆,幅,肤,呼,父,村,衬,佛,辅,伏,胡,符,寸,户,互,弗,守,腹,讨,赴,咐,缚,浮,对,府,福,护,虎,腐,辐,时,负,甫,附
恍	荒,缓,皇,惶,幻,煌,环,欢,黄,患,换,晃,慌,唤
疮	川,穿,船,闯,创,床,串,窗,传,喘
棕	忠,仲,纵,终,众,重,总,崇,宗,种,综,钟,衷,中,踪,肿
面	勉,棉,免,绵,眠
擂	泪,蕾,类,勒,雷,内,累
柒	汽,期,岂,骑,凄,栖,棋,气,奇,齐,旗,起,其,弃,歧,器,企,漆,戚,七,契,启,妻,欺
拌	判,榜,斑,板,邦,膀,半,傍,伴,帮,班,棒,搬,扮,办,叛,版,颁,般
仔	摘,窄,寨,宰,再,灾,在,载,宅,债,栽
摘	窄,寨,宰,再,灾,在,载,宅,债,仔,栽
患	荒,缓,皇,惶,串,幻,煌,环,欢,黄,换,晃,慌,唤
哎	矮,爱,碍,挨,哀,埃,唉,艾
类	泪,蕾,勒,雷,内,累
跃	曰,越,岳,约,悦,月,阅
僻	披,譬,匹,皮,辟,疲,屁,脾,批
叉	插,擦,察,茶,差,查
偷	愉,喻,投,透,愈,头,输
饱	保,胞,暴,包,炮,宝,堡,泡,抱,薄,爆,报,跑
亿	异,逸,役,医,抑,毅,义,一,益,议,疑,亦,乙,姨,宜,蚁,椅,移,译,疫,谊,已,衣,依,遗,矣,易,仪,以,艺,伊,意,忆,翼
由	优,犹,抽,幽,游,又,庙,悠,忧,有,诱,袖,油,右,邮,迪,幼,友,尤
呆	代,逮,戴,袋,带,待,贷
腐	抚,扶,忽,副,服,湖,富,糊,乎,赋,复,夫,傅,妇,覆,幅,肤,呼,父,佛,辅,伏,付,胡,符,户,互,弗,腹,赴,咐,缚,浮,府,福,护,虎,辐,负,甫,附
拭	市,实,司,寺,尸,四,使,拾,室,适,食,世,私,是,施,逝,势,死,识,师,石,试,诗,始,释,蚀,斯,撕,十,湿,思,式,似,士,示,氏,丝,史,事,饲,视,驶,时,饰,失
极	基,挤,集,济,鸡,寂,脊,际,机,既,疾,祭,技,吸,及,辑,吉,迹,级,急,积,饥,即,几,击,己,绩,肌,激,忌,计,季,继,寄,籍,剂,记,纪
吹	饮,坎,摧,垂,脆,锤,催,粹,欢,崔,欠,翠
渴	葛,格,隔,课,个,歌,棵,哥,可,革,胳,壳,喝,阁,克,各,科,割,客,鸽,颗,刻,戈,竭,揭
几	基,挤,集,济,鸡,寂,脊,际,机,既,疾,祭,技,及,辑,吉,迹,凯,级,急,极,积,饥,即,击,己,绩,肌,激,忌,计,季,继,寄,籍,剂,记,纪
肝	杠,看,干,港,感,甘,堪,赶,坎,敢,刊,岗,刚,纲,杆,砍,钢
作	卓,桌,炸,捉,做,左,昨,座,坐
拯	诊,争,整,珍,症,振,政,侦,挣,证,睁,镇,增,阵,郑,真,针,蒸,震,贞,正,征
设	社,涉,股,没,色,投,舍,役,摄,蛇,射,舌,般
神	生,审,渗,婶,伸,升,身,绳,肾,省,什,慎,圣,声,申,牲,剩,深,沈,胜,甚,盛,森
德	地,的,得
纫	忍,仁,任,认,仍,扔,人
栓	酸,霜,爽,双,算
识	市,实,司,寺,尸,四,使,拾,室,适,食,世,私,是,织,施,逝,势,死,师,石,试,诗,始,释,蚀,斯,撕,十,湿,思,职,式,似,士,示,氏,丝,史,事,饲,视,驶,时,饰,只,失
鸳	源,员,元,愿,远,原,渊,怨,圆,援,冤,园,缘,袁,院
袜	娃,哇,挖,瓦,蛙
纷	冯,风,狠,疯,蜂,份,锋,氛,缝,很,芬,峰,粉,封,凤,奉,丰,粪,奋,恨,愤,逢,分,坟,痕
寡	刮,瓜,夸,挂,跨
钟	忠,仲,纵,终,众,重,总,宗,种,综,衷,中,踪,肿
白	摆,仓,拜,怕,陌,抢,柏,败,拍,百,伯,泊,帕,枪
唇	寸,震,辱,振,村,存,醇,晨,纯,春
鱼	与,裕,玉,育,愚,誉,语,豫,鲜,遇,雨,宇,愉,喻,于,愈,渔,预,余,予,欲,寓,域,郁,狱,娱,羽,舆,御,浴
洪	鸿,轰,哄,红,宏,共
爱	矮,碍,哎,挨,哀,埃,唉,艾
植	字,执,肢,滞,址,姿,致,稚,旨,志,直,滋,制,脂,织,支,汁,知,纸,指,资,兹,自,职,止,质,紫,芝,值,智,之,置,秩,治,子,至,殖,只,枝
塔	她,它,拓,他,踏
勃	玻,拨,脖,博,播,膊,波,剥,驳,搏,伯,卜
钾	驾,夹,架,家,嫁,佳,甲,假,加,嘉,贾,稼,价
羊	群,焰,氧,鲜,阳,厌,严,言,养,验,颜,洋,央,沿,样,宴,燕,咽,秧,扬,盐,研,眼,炎,艳,烟,延,演,杨,详,掩,衍,仰,岩
俄	恶,鹅,鄂,饿,额
败	摆,拜,白,柏,百
贮	阻,柱,煮,驻,租,嘱,主,祝,助,筑,珠,足,住,竹,铸,逐,组,祖,诸,猪,朱,株,族,注
览	懒,郎,篮,然,南,烂,难,栏,滥,染,浪,拦,兰,廊,燃,蓝,男,朗,狼
昧	没,美,妹,梅,枚,煤,每,霉,眉,媒
磷	淋,龄,铃,另,您,邻,陵,灵,玲,林,零,临,领,令,凌,岭
惟	畏,慰,委,胃,威,味,围,危,伟,未,为,位,伪,谓,尾,卫,维,纬,微,魏,喂,唯,违
啪	怕,爬,帕
娘	梁,凉,谅,狠,恳,良,垦,辆,亮,两,粮,念,恨,年,量,狼
序	许,叙,续,蓄,须,需,徐,虚,吁,绪
孔	功,宫,控,巩,工,贡,弓,供,空,共,公,攻,恐,恭
币	闭,笔,比,彼,逼,毕,壁,蔽,鼻,碧,必,弊,避,臂
见	碱,觉,蒋,讲,匠,现,简,减,尖,箭,键,降,姜,剪,渐,奖,剑,件,健,建,江,疆,检,坚,观,将,兼,监,肩,鉴,间,艰,视,舰,僵,践,奸,歼,浆
绩	基,挤,集,济,鸡,寂,脊,际,机,既,疾,祭,技,及,辑,吉,迹,级,急,极,积,饥,即,几,击,己,肌,激,忌,计,季,继,寄,籍,剂,记,纪
绢	捐,倦,卷
士	市,实,司,寺,尸,四,使,拾,室,适,食,世,私,是,施,逝,势,死,识,师,石,试,诗,始,释,蚀,斯,撕,十,湿,思,式,似,示,氏,丝,史,事,饲,视,驶,时,饰,失
灵	淋,龄,铃,另,磷,邻,陵,玲,凝,林,零,临,领,扫,令,寻,凌,岭,宁,雪
职	字,执,肢,滞,址,姿,致,稚,旨,志,直,滋,制,脂,织,支,耸,汁,知,纸,耻,识,指,资,兹,自,止,质,紫,联,芝,值,智,之,耳,置,秩,治,子,至,殖,植,只,枝
诈	作,咋,炸,杂,昨,扎
啰	逻,弱,诺,螺,萝,若,络,落,裸,洛,罗
嘱	阻,柱,煮,驻,租,贮,主,祝,助,筑,珠,足,住,竹,铸,逐,组,祖,诸,猪,朱,株,族,注
蔓	忙,蛮,漫,茫,慢,曼,盲,满
伦	论,轮,润
篱	逆,黎,厉,梨,理,李,利,立,离,礼,吏,厘,莉,历,哩,隶,你,丽,拟,尼,励,力,里,泥,日,例,粒,璃
猫	苗,描,茅,貌,帽,冒,毛,茂,贸,矛
毒	渡,杜,督,赌,独,堵,读,肚,度
烛	阻,柱,煮,驻,租,贮,嘱,主,祝,助,筑,珠,足,住,竹,铸,逐,组,祖,诸,猪,朱,株,族,注
摄	社,涉,设,色,舍,蛇,射,舌
慧	绘,辉,灰,惠,会,恢,汇,挥,悔,毁,徽,回
豺	彩,才,采,菜,材,财,柴,裁,蔡,猜,拆
哀	矮,爱,碍,哎,挨,埃,唉,艾
综	忠,仲,纵,终,众,重,总,崇,宗,种,钟,衷,中,踪,肿
考	高,搞,靠,告,稿
勤	轻,庆,琴,侵,晴,请,倾,清,氢,亲,青,情,谨,秦
输	诉,疏,束,数,蔬,淑,署,树,叔,愉,喻,宿,枢,肃,愈,术,属,抒,俗,素,书,鼠,熟,舒,速,苏,塑,偷,述,竖,殊
裸	逻,弱,诺,螺,萝,若,络,落,洛,罗
笨	体,奔,本
巴	爸,拔,八,坝,叭,吧,霸,罢,把
拦	懒,郎,篮,然,南,烂,难,栏,滥,染,浪,兰,廊,览,燃,蓝,男,朗,狼
墅	诉,疏,束,数,蔬,淑,署,树,叔,宿,枢,肃,输,术,属,抒,俗,素,书,鼠,熟,舒,速,苏,塑,述,竖,殊
跷	侨,乔,悄,敲,巧,桥,瞧
魄	鬼,魏,婆,愧,迫,魂,泊,破,泼,颇,坡
溃	规,跪,鬼,愧,桂,贵,硅,轨,亏,龟,柜,遗,归
出	促,畜,触,除,粗,掘,储,屈,初,厨,处,础,楚
株	阻,柱,煮,驻,租,贮,嘱,主,祝,助,筑,珠,足,住,竹,铸,逐,组,祖,诸,猪,朱,族,注
擎	轻,敬,庆,琴,侵,晴,请,倾,清,氢,亲,青,情,勤,警,秦
尘	称,程,沉,惩,城,诚,衬,臣,承,呈,趁,陈,成,晨,撑,乘
络	弱,落,螺,诺,萝,各,洛,路,逻,若,裸,罗
侄	字,执,肢,滞,址,姿,致,稚,旨,志,到,直,滋,制,脂,织,支,汁,知,纸,指,资,兹,自,职,止,质,紫,芝,值,智,之,置,倒,秩,治,子,至,殖,植,只,枝
边	变,历,遍,辩,扁,编,辨,鞭,力,劫,励,动,便
奔	笨,本
找	招,遭,造,罩,爪,灶,早,兆,藻,召,照,燥,糟,赵
附	抚,扶,忽,副,服,湖,富,糊,乎,赋,复,夫,傅,妇,覆,幅,肤,呼,父,佛,辅,伏,付,胡,符,户,互,弗,腹,赴,咐,缚,浮,府,福,护,虎,腐,辐,负,甫
笋	瞬,顺,孙,损
康	杠,看,港,堪,坎,刊,岗,刚,纲,抗,砍,钢,炕
川	穿,船,闯,创,床,串,窗,传,喘
禽	轻,庆,琴,侵,晴,请,倾,清,氢,亲,青,情,勤,秦
幅	抚,扶,忽,副,服,湖,富,糊,乎,逼,赋,复,夫,傅,妇,覆,肤,呼,父,佛,辅,伏,付,胡,符,户,互,弗,腹,赴,咐,缚,浮,府,福,护,虎,腐,辐,负,甫,附
冠	广,贯,馆,惯,灌,宽,官,罐,观,管,关,光,款
廷	停,艇,亭,庭,听,厅,挺
僧	生,曾,升,增,圣,绳,声,盛,牲,森,剩,省,胜
淤	与,裕,玉,育,愚,誉,语,豫,遇,雨,宇,愉,喻,于,愈,渔,预,余,予,欲,寓,域,郁,狱,娱,羽,舆,鱼,御,浴
鹦	鹰,英,映,姻,吟,赢,影,因,迎,殷,隐,盈,应,印,阴,引,硬,营,颖,婴,音,饮,银
孝	效,萧,硝,销,消,笑,晓,校,小,肖
宋	松,耸,送,颂,讼
捌	爸,拔,八,坝,叭,吧,霸,罢,把,巴
寂	基,挤,集,济,鸡,脊,际,机,既,疾,祭,技,及,辑,吉,迹,级,急,极,积,饥,即,几,击,己,绩,肌,激,忌,计,季,继,寄,籍,剂,记,纪
酷	姑,骨,股,故,苦,固,鼓,雇,咕,库,孤,古,枯,谷,哭,裤,顾,估
砍	看,干,康,感,堪,甘,肝,赶,坎,敢,刊,抗,杆,炕
街	借,界,介,截,姐,皆,劫,捷,戒,届,杰,接,洁,竭,阶,节,结,解,揭
翰	凡,含,范,杭,泛,犯,饭,寒,反,汉,航,贩,罕,烦,番,繁,返,翻,喊,涵,韩,函,旱,汗
忍	仁,任,认,仍,扔,人
默	黑,莫,漠,摸,沫,陌,膜,摩,末,墨,魔,抹,模,磨
阐	缠,惨,参,肠,厂,唱,尝,偿,残,昌,蚕,场,畅,倡,常,禅,颤,餐,产
黄	荒,缓,皇,惶,幻,煌,环,欢,患,换,晃,慌,唤
趣	取,屈,驱,越,起,趟,超,渠,徒,躯,区,去,曲,走,趋
木	栖,亩,材,村,慕,墓,框,幕,林,母,牧,姆,穆,目
魁	规,跪,鬼,愧,料,桂,贵,科,硅,轨,亏,龟,魂,斗,柜,抖,归,魏,溃
均	匀,峻,军,俊,君,菌
行	醒,杏,兴,新,信,幸,欣,性,型,辛,心,姓,形,星,刑
袁	源,员,元,愿,远,原,渊,怨,圆,援,冤,园,缘,院
腕	万,汪,往,网,湾,忘,亡,旺,完,玩,顽,望,碗,挽,晚,妄,王,弯
驻	阻,柱,煮,租,贮,嘱,主,祝,往,助,筑,珠,足,住,竹,铸,逐,组,祖,诸,猪,朱,株,族,注
郊	胶,骄,校,焦,角,效,搅,脚,较,缴,教,交,咬,轿,娇,叫
降	碱,蒋,讲,匠,简,见,减,尖,箭,键,姜,剪,渐,奖,剑,件,健,建,江,疆,检,坚,将,兼,监,肩,鉴,间,艰,舰,僵,践,奸,歼,浆
陨	孕,员,允,运,匀,损,晕,云,蕴,韵
噪	招,遭,造,罩,爪,灶,找,早,兆,藻,召,照,燥,操,糟,赵
产	阐,缠,惨,参,肠,厂,唱,尝,偿,残,昌,蚕,场,畅,倡,常,禅,颤,餐
花	划,话,哗,画,滑,化,华
喇	钠,辣,拉,娜,蜡,拿,哪,啦,那,呐,纳,腊
告	高,搞,靠,考,稿
升	生,审,渗,婶,伸,身,绳,肾,省,什,慎,圣,声,申,牲,神,剩,深,沈,僧,胜,甚,盛
星	生,醒,行,杏,兴,新,信,幸,欣,性,型,辛,心,姓,形,刑
姊	字,执,肢,滞,址,姿,致,稚,旨,志,直,滋,制,脂,织,支,汁,知,纸,指,资,兹,自,职,止,质,紫,芝,值,智,之,置,秩,治,子,至,殖,植,只,枝
辙	这,择,哲,浙,著,折,朝,潮,者,遮,责,则,撤,泽,着
羹	坑,跟,耕,更,根
匈	胸,兄,熊,凶,雄
义	异,逸,役,医,抑,毅,一,益,议,疑,亦,乙,姨,宜,蚁,椅,移,译,疫,谊,亿,已,衣,依,遗,矣,易,仪,以,艺,伊,意,忆,翼
挎	刮,瓜,夸,污,寡,挂,跨
纽	柳,流,瘤,丑,硫,刘,牛,留,溜,扭,六
什	生,审,渗,婶,伸,升,身,绳,肾,省,慎,圣,声,申,牲,神,剩,深,沈,胜,甚,盛,森
警	禁,净,静,惊,金,京,敬,近,精,劲,锦,筋,镜,津,晋,境,景,竟,浸,尽,巾,经,井,茎,颈,竞,进,仅,睛,晶,紧,谨,今,径,斤
嘉	驾,夹,架,家,嫁,佳,钾,甲,假,加,贾,稼,价
怀	坏,淮
常	阐,苍,藏,缠,肠,厂,唱,尝,偿,昌,仓,场,畅,倡,舱,禅,颤,产
莹	鹰,英,映,姻,吟,赢,影,因,迎,殷,隐,盈,应,印,阴,引,硬,营,颖,婴,音,饮,银
另	淋,龄,铃,磷,邻,陵,灵,玲,凝,林,零,临,领,令,凌,岭,宁
单	氮,胆,弹,丹,党,但,当,旦,诞,荡,档,淡,挡,蛋,担
乘	尘,称,程,沉,惩,城,层,诚,衬,臣,承,呈,趁,曾,陈,成,晨,撑
米	迷,秘,蜜,弥,断,密,泌,继
凄	汽,期,岂,骑,栖,棋,气,奇,齐,旗,起,其,弃,歧,器,企,漆,戚,七,契,启,妻,欺
路	努,辱,录,怒,炉,儒,如,露,芦,入,各,洛,络,奴,陆,鲁,乳,碌,卢,鹿
苟	扣,钩,狗,够,口,句,构,沟,购,勾
捍	凡,含,范,杭,泛,犯,饭,寒,反,汉,航,贩,罕,烦,番,繁,返,翻,喊,涵,韩,函,旱,汗
顷	轻,庆,琴,侵,晴,请,倾,清,氢,亲,青,情,勤,秦
克	葛,格,隔,课,个,歌,棵,哥,可,革,胳,壳,阁,各,科,割,渴,客,鸽,颗,刻,戈
计	基,挤,集,济,鸡,寂,脊,际,机,既,疾,祭,技,及,辑,吉,迹,级,急,极,积,饥,即,几,击,己,绩,肌,激,忌,季,继,寄,籍,剂,记,纪
聋	农,绒,溶,熔,容,笼,浓,融,龙,隆,荣,拢,垄,弄
可	葛,格,隔,课,个,歌,棵,哥,革,胳,壳,阁,克,各,科,割,渴,客,鸽,颗,刻,戈
痛	筒,童,桶,涌,通,统,铜,同
函	凡,含,范,杭,泛,犯,饭,寒,反,汉,航,贩,罕,烦,番,繁,返,翻,喊,涵,韩,旱,汗
氛	冯,风,狠,疯,蜂,份,锋,缝,很,芬,峰,粉,封,凤,奉,丰,粪,奋,恨,愤,逢,分,坟,纷,痕
拗	傲,奥,澳,凹,幼
摸	默,莫,慕,漠,沫,陌,墓,幕,膜,摩,末,墨,魔,抹,模,磨
碍	矮,爱,哎,挨,哀,埃,唉,艾
枯	姑,骨,股,故,苦,固,酷,鼓,雇,咕,库,孤,古,谷,哭,裤,顾,估
粟	诉,疏,束,数,蔬,淑,署,树,叔,宿,枢,肃,输,术,属,抒,俗,素,书,鼠,熟,舒,速,苏,塑,述,竖,殊
促	础,储,粗,初,出,楚,畜,触,厨,处,除
崇	踪,匆,从,聪,冲,充,宗,综,丛,虫
访	凡,范,杭,泛,犯,妨,饭,房,反,仿,航,纺,方,贩,烦,番,繁,旅,返,翻,放,芳,防
筷	块,拐,快,怪
殿	奠,垫,典,淀,电,店,点,颠
遮	这,择,哲,浙,著,折,者,责,则,泽,着
衡	冯,风,狠,疯,蜂,恒,锋,缝,很,峰,封,凤,奉,丰,横,恨,哼,逢,痕
积	基,挤,集,济,鸡,寂,脊,际,机,既,疾,祭,技,及,辑,吉,迹,级,急,极,饥,即,几,击,己,绩,肌,激,忌,计,季,继,寄,籍,剂,记,纪
普	扑,铺,葡,仆,朴,谱
曾	称,程,惩,城,层,诚,增,承,呈,僧,成,撑,乘
塌	她,它,塔,拓,他,踏
厅	停,艇,亭,庭,听,廷,挺
炊	饮,坎,摧,吹,垂,脆,锤,催,粹,欢,崔,欠,翠
杉	上,衫,赏,珊,陕,三,商,散,善,伤,闪,山,扇,尚
叹	坦,滩,躺,谈,倘,堂,碳,糖,炭,探,贪,坛,塘,汤,唐,趟,摊
议	异,逸,役,医,抑,毅,义,一,益,疑,亦,乙,姨,宜,蚁,椅,移,译,疫,谊,亿,已,衣,依,遗,矣,易,仪,以,艺,伊,意,忆,翼
缅	勉,面,棉,免,绵,眠
殖	字,执,肢,滞,址,姿,致,稚,旨,志,直,滋,制,脂,织,支,汁,知,纸,指,资,兹,自,职,止,质,紫,芝,值,智,之,置,秩,治,子,至,植,只,枝
吐	涂,土,徒,途,突,屠,图,兔
硅	规,跪,鬼,愧,桂,贵,轨,亏,龟,柜,归,溃
进	禁,净,静,惊,金,京,敬,近,精,劲,锦,筋,镜,津,晋,境,景,竟,浸,尽,巾,经,井,茎,警,颈,竞,仅,睛,晶,紧,谨,今,径,斤
峰	冯,风,疯,蜂,份,衡,恒,氛,锋,缝,芬,粉,封,凤,奉,丰,粪,蓬,横,奋,哼,逢,分,坟,纷,愤
马	蚂,嘛,驱,吗,麻,驰,妈,码,驼,玛,骂
拘	巨,距,惧,拒,聚,俱,举,居,据,剧,菊,局,矩,句,具
舞	物,吴,五,乌,雾,屋,无,务,污,悟,午,伍,呜,武,吾,误
低	底,帝,弟,递,抵,蒂,第,滴,纸,迪,堤,氏,敌
察	叉,插,擦,茶,差,查
劫	借,界,边,介,截,动,街,姐,历,皆,捷,戒,届,杰,接,洁,励,力,竭,阶,节,结,解,揭
惫	贝,杯,卑,北,背,悲,碑,备,被,辈,倍
祭	基,挤,集,济,鸡,寂,脊,际,机,既,疾,技,及,辑,吉,迹,级,急,极,票,积,饥,即,几,击,己,绩,肌,示,激,忌,计,季,继,寄,籍,剂,记,纪,标
彪	标,表
玄	悬,弦,选,旋,宣
活	货,祸,伙,惑,或,霍,获,火
天	甜,夫,填,田,大,添
炼	梁,凉,谅,良,链,辆,恋,亮,连,练,联,两,怜,廉,粮,念,莲,年,量,帘,脸
验	焰,氧,阳,厌,严,言,养,颜,洋,央,沿,样,宴,燕,咽,秧,扬,盐,研,眼,炎,检,艳,烟,延,演,杨,掩,衍,签,仰,险,羊,脸,岩
爹	跌,蝶,叠
抒	诉,疏,束,数,蔬,淑,署,树,叔,宿,枢,肃,输,术,属,俗,素,书,鼠,熟,舒,速,苏,塑,述,竖,殊
替	体,踢,赞,题,潜,梯,提
问	温,吻,翁,文,纹,稳,闻
迂	与,裕,玉,育,愚,誉,语,吁,豫,遇,雨,宇,愉,喻,于,愈,渔,预,余,予,欲,寓,域,郁,狱,娱,羽,舆,鱼,御,浴
俏	敲,瞧,桥,梢,稍,巧,肖,乔,悄,哨,侨,销,硝,消
挫	错,措,座,坐
卑	贝,脾,杯,牌,北,背,悲,碑,备,被,辈,倍
趾	字,执,肢,滞,址,姿,致,稚,旨,志,直,滋,制,脂,织,支,汁,知,纸,耻,指,资,兹,自,职,止,质,紫,芝,值,智,之,置,秩,治,子,至,殖,植,只,枝
爵	掘,觉,决,绝
续	许,卖,序,叙,蓄,须,需,徐,虚,读,吁,绪
痕	狠,份,衡,恒,氛,很,芬,粉,粪,横,奋,恨,愤,哼,分,坟,纷
立	逆,黎,厉,拉,梨,理,李,利,离,礼,吏,厘,莉,历,哩,隶,你,丽,拟,尼,励,力,里,泥,日,例,粒,璃,站
搜	收,瘦,售,兽,受,守,首,寿,手,授
沸	菲,黑,匪,肥,弗,肺,非,嘿,废,佛,费,飞
褥	辱,录,炉,儒,如,露,芦,入,陆,路,鲁,乳,碌,卢,鹿
豪	耗,浩,好,号,毫
首	收,搜,瘦,售,兽,受,守,寿,手,授
唁	焰,氧,阳,厌,严,言,养,验,颜,洋,央,沿,样,宴,燕,咽,秧,扬,盐,研,眼,炎,艳,烟,延,演,杨,掩,衍,仰,羊,岩
藻	招,遭,造,罩,爪,灶,找,早,兆,召,照,燥,操,糟,赵
丈	葬,账,展,粘,章,长,占,掌,涨,脏,障,仗,张,战,沾,胀,帐,站
集	基,挤,济,鸡,寂,脊,际,机,既,疾,祭,技,及,辑,吉,迹,级,急,极,积,饥,即,几,击,己,绩,肌,激,忌,计,季,继,寄,籍,剂,记,纪
喂	畏,慰,委,胃,惟,威,味,围,危,伟,未,为,位,伪,谓,尾,卫,维,纬,微,魏,唯,违
弛	词,次,池,齿,瓷,刺,磁,也,持,驰,此,辞,施,耻,斥,尺,迟,慈,吃,翅,雌,赤
咱	沾,占,葬,暂,展,赞,粘,站,战,脏
翅	词,次,池,齿,瓷,刺,磁,持,驰,翔,此,辞,耻,斥,尺,羽,迟,慈,翻,吃,雌,赤
捡	碱,蒋,讲,匠,简,验,见,减,尖,箭,键,降,姜,剪,渐,奖,剑,件,健,建,江,疆,检,坚,将,兼,监,签,肩,鉴,险,间,艰,舰,僵,践,奸,脸,歼,浆
叨	盗,倒,岛,稻,导,蹈,刀,到,道
竿	杠,看,干,港,感,甘,堪,肝,赶,坎,敢,刊,岗,刚,纲,杆,砍,钢
抹	墨,陌,魔,莫,默,模,漠,膜,摸,磨,摩,末,沫
殃	焰,氧,映,阳,厌,严,言,养,验,颜,洋,央,沿,样,宴,燕,咽,秧,扬,盐,研,眼,炎,艳,烟,延,演,杨,掩,衍,仰,羊,岩
污	物,吴,五,乌,雾,舞,屋,无,务,夸,悟,午,跨,伍,呜,武,吾,误
捧	棚,碰,膨,朋,喷,彭,盆,奉,棒,蓬
漏	柔,楼,肉
厌	焰,氧,阳,严,言,养,验,颜,洋,央,沿,样,宴,燕,咽,秧,扬,盐,研,眼,炎,艳,烟,延,演,杨,掩,衍,仰,羊,岩
弗	抚,扶,忽,副,服,湖,富,糊,乎,赋,复,夫,沸,傅,妇,覆,幅,肤,呼,父,佛,辅,伏,付,胡,符,户,互,腹,赴,咐,缚,浮,府,福,护,虎,腐,辐,负,甫,附
脑	老,闹,牢,捞,恼,劳
泼	婆,迫,泊,破,颇,坡
度	渡,杜,督,赌,独,毒,堵,读,肚
扳	榜,斑,板,邦,膀,半,傍,伴,帮,班,棒,搬,扮,办,版,颁,般
缸	杠,干,港,康,感,甘,肝,赶,敢,岗,刚,纲,抗,杆,钢,炕
价	驾,夹,架,家,嫁,介,佳,钾,甲,假,加,阶,嘉,贾,稼
佩	胚,培,配,赔,陪
郭	括,国,扩,过,锅,裹,果,阔
净	禁,静,惊,金,京,敬,近,精,劲,锦,筋,镜,津,晋,境,景,竟,浸,尽,巾,经,井,茎,警,颈,竞,进,仅,睛,晶,紧,谨,今,径,斤
仆	扑,铺,葡,朴,补,谱,普,卜
艘	收,搜,瘦,售,兽,受,守,首,寿,手,授
婶	生,审,渗,伸,升,身,绳,肾,省,什,慎,圣,声,申,牲,神,剩,深,沈,胜,甚,盛,森
润	论,轮,伦
般	设,没,榜,役,斑,股,投,板,邦,膀,半,傍,伴,帮,班,棒,搬,扮,办,版,颁
狈	贝,杯,卑,北,背,悲,碑,备,被,辈,倍
掀	享,项,宪,显,乡,象,献,鲜,线,香,县,贤,想,现,翔,祥,箱,橡,相,腺,弦,仙,嫌,响,详,险,限,先,纤,陷,像,湘,向,闲
赌	渡,煮,署,绪,独,毒,者,肚,杜,读,都,督,诸,堵,度
犁	逆,黎,厉,梨,理,李,利,立,离,礼,吏,厘,莉,历,哩,隶,你,丽,拟,尼,励,力,里,泥,日,例,粒,璃
黯	暗,氨,岸,俺,案,按,昂,安
辆	梁,凉,谅,娘,良,链,恋,亮,连,练,炼,联,两,怜,廉,粮,莲,量,帘,脸
刃	忍,仁,任,认,仍,扔,人
口	扣,钩,狗,够,构,沟,购,勾
牢	老,闹,扰,捞,脑,恼,劳,饶,绕
