# Manually added:

be; me; 1000000                         # p=0.999, r=0.819, 1000+953, 3grams, 2017-03-09
grudges; trudges; 1000000               # p=0.998, r=0.571, 1000+49
grudges; trudges; 100000                # p=0.997, r=0.630, 1000+49
grudges; trudges; 10000                 # p=0.996, r=0.703, 1000+49
grudges; trudges; 1000                  # p=0.996, r=0.759, 1000+49
grudges; trudges; 100                   # p=0.997, r=0.834, 1000+49
grudges; trudges; 10                    # p=0.996, r=0.889, 1000+49
grudge; trudge; 1000000                 # p=0.992, r=0.419, 999+132
grudge; trudge; 100000                  # p=0.992, r=0.447, 999+132
grudge; trudge; 10000                   # p=0.993, r=0.489, 999+132
grudging; trudging; 1000000             # p=1.000, r=0.615, 477+97
grudging; trudging; 100000              # p=1.000, r=0.678, 477+97
grudging; trudging; 10000               # p=1.000, r=0.751, 477+97
grudging; trudging; 1000                # p=1.000, r=0.789, 477+97
grudging; trudging; 100                 # p=0.996, r=0.824, 477+97
guaranteed; guarantees; 1000000         # p=0.996, r=0.271, 1000+1000
guaranteed; guarantees; 100000          # p=0.995, r=0.308, 1000+1000
guaranteed; guarantees; 10000           # p=0.993, r=0.364, 1000+1000
guaranteed; guarantees; 1000            # p=0.992, r=0.417, 1000+1000
guillotined; guillotines; 1000000       # p=1.000, r=0.461, 694+85
guillotined; guillotines; 100000        # p=1.000, r=0.526, 694+85
guillotined; guillotines; 10000         # p=0.996, r=0.599, 694+85
guillotined; guillotines; 1000          # p=0.996, r=0.635, 694+85
guillotined; guillotines; 100           # p=0.993, r=0.698, 694+85
gull; bull; 1000000                     # p=0.995, r=0.195, 999+987
gulled; hulled; 1000000                 # p=0.997, r=0.596, 55+1000
gulled; hulled; 100000                  # p=0.997, r=0.618, 55+1000
gulled; hulled; 10000                   # p=0.998, r=0.788, 55+1000
gulled; hulled; 1000                    # p=0.998, r=0.838, 55+1000
gulled; hulled; 100                     # p=0.998, r=0.859, 55+1000
gulled; hulled; 10                      # p=0.995, r=0.882, 55+1000
gull; full; 1000000                     # p=0.992, r=0.442, 999+988
gulls; fulls; 1000000                   # p=0.992, r=0.488, 995+51
gulls; fulls; 100000                    # p=0.993, r=0.531, 995+51
gulls; gills; 100000                    # p=0.995, r=0.103, 995+1000
gulls; gills; 10000                     # p=0.996, r=0.136, 995+1000
gulls; gills; 1000                      # p=0.992, r=0.194, 995+1000
gum; bum; 1000000                       # p=0.994, r=0.164, 996+999
gum; bum; 100000                        # p=0.992, r=0.187, 996+999
gum; bum; 10000                         # p=0.993, r=0.228, 996+999
gum; bum; 1000                          # p=0.991, r=0.263, 996+999
gum; fum; 1000000                       # p=0.991, r=0.272, 996+542
gummed; hummed; 1000000                 # p=1.000, r=0.164, 159+200
gummed; hummed; 100000                  # p=1.000, r=0.209, 159+200
gumming; humming; 1000000               # p=0.996, r=0.258, 80+1000
gumming; humming; 100000                # p=0.997, r=0.306, 80+1000
gumming; humming; 10000                 # p=0.997, r=0.366, 80+1000
gumming; humming; 1000                  # p=0.998, r=0.440, 80+1000
gumming; humming; 100                   # p=0.993, r=0.499, 80+1000
gushed; hushed; 1000000                 # p=1.000, r=0.549, 223+506
gushed; hushed; 100000                  # p=1.000, r=0.598, 223+506
gushed; hushed; 10000                   # p=0.998, r=0.654, 223+506
gushed; hushed; 1000                    # p=0.996, r=0.722, 223+506
gushed; hushed; 100                     # p=0.996, r=0.764, 223+506
gushed; hushed; 10                      # p=0.993, r=0.827, 223+506
gushes; bushes; 1000000                 # p=0.999, r=0.628, 155+999
gushes; bushes; 100000                  # p=0.998, r=0.698, 155+999
gushes; bushes; 10000                   # p=0.995, r=0.762, 155+999
gushes; bushes; 1000                    # p=0.995, r=0.821, 155+999
gushes; bushes; 100                     # p=0.994, r=0.857, 155+999
gushes; hushes; 1000000                 # p=1.000, r=0.425, 155+26
gushes; hushes; 100000                  # p=1.000, r=0.464, 155+26
gushes; hushes; 10000                   # p=1.000, r=0.541, 155+26
gushes; hushes; 1000                    # p=1.000, r=0.586, 155+26
gushing; bushing; 1000000               # p=1.000, r=0.204, 618+332
gushing; bushing; 100000                # p=1.000, r=0.263, 618+332
gushing; bushing; 10000                 # p=0.997, r=0.308, 618+332
gushing; bushing; 1000                  # p=0.995, r=0.403, 618+332
gushing; hushing; 1000000               # p=1.000, r=0.238, 618+122
gussy; hussy; 1000000                   # p=1.000, r=0.289, 53+182
gussy; hussy; 100000                    # p=1.000, r=0.319, 53+182
gussy; hussy; 10000                     # p=1.000, r=0.345, 53+182
gussy; hussy; 1000                      # p=1.000, r=0.374, 53+182
gust; bust; 1000000                     # p=0.990, r=0.152, 1000+1000
gusted; busted; 1000000                 # p=0.997, r=0.319, 172+999
gusted; busted; 100000                  # p=0.998, r=0.391, 172+999
gusted; busted; 10000                   # p=0.996, r=0.442, 172+999
gusted; busted; 1000                    # p=0.997, r=0.493, 172+999
gusted; busted; 10                      # p=0.990, r=0.691, 172+999
gusting; busting; 10000                 # p=0.991, r=0.423, 300+1000
gusting; busting; 1000                  # p=0.991, r=0.518, 300+1000
gusts; busts; 1000000                   # p=0.997, r=0.296, 1000+1000
gusts; busts; 100000                    # p=0.997, r=0.365, 1000+1000
gusts; busts; 10000                     # p=0.995, r=0.431, 1000+1000
gusts; busts; 1000                      # p=0.994, r=0.504, 1000+1000
gusts; busts; 100                       # p=0.993, r=0.592, 1000+1000
gutters; butters; 1000000               # p=0.996, r=0.154, 768+1000
gutters; butters; 100000                # p=0.994, r=0.195, 768+1000
gutters; butters; 10000                 # p=0.991, r=0.246, 768+1000
guy; buy; 100000                        # p=0.993, r=0.358, 996+997
guy; buy; 10000                         # p=0.992, r=0.370, 996+997
guy; buy; 1000                          # p=0.992, r=0.478, 996+997
gyrated; gyrates; 1000000               # p=1.000, r=0.118, 45+23
gyrated; gyrates; 100000                # p=1.000, r=0.147, 45+23
gyro; tyro; 10000                       # p=1.000, r=0.133, 1000+307
gyro; tyro; 1000                        # p=1.000, r=0.177, 1000+307
hag; gag; 1000000                       # p=1.000, r=0.125, 1000+1000
hag; gag; 100000                        # p=0.997, r=0.152, 1000+1000
hag; gag; 10000                         # p=0.992, r=0.180, 1000+1000
haggled; haggles; 100000                # p=1.000, r=0.119, 45+22
hailed; hauled; 1000000                 # p=1.000, r=0.276, 1000+1000
hailed; hauled; 100000                  # p=1.000, r=0.336, 1000+1000
hailed; hauled; 10000                   # p=0.999, r=0.419, 1000+1000
hailed; hauled; 1000                    # p=0.995, r=0.544, 1000+1000
hailed; jailed; 1000000                 # p=1.000, r=0.207, 1000+1000
hailed; jailed; 100000                  # p=0.998, r=0.310, 1000+1000
hailed; jailed; 1000                    # p=0.990, r=0.568, 1000+1000
hailed; nailed; 1000000                 # p=0.992, r=0.299, 1000+1000
hailed; nailed; 100000                  # p=0.993, r=0.402, 1000+1000
hailed; nailed; 10000                   # p=0.990, r=0.467, 1000+1000
hail; haul; 1000000                     # p=0.998, r=0.204, 987+999
hail; haul; 100000                      # p=0.998, r=0.240, 987+999
hail; haul; 10000                       # p=0.995, r=0.332, 987+999
hail; haul; 1000                        # p=0.993, r=0.411, 987+999
hailing; jailing; 1000000               # p=0.996, r=0.174, 1000+428
hailing; jailing; 100000                # p=0.998, r=0.295, 1000+428
hailing; jailing; 10000                 # p=0.998, r=0.362, 1000+428
hailing; jailing; 1000                  # p=0.996, r=0.502, 1000+428
hail; jail; 1000000                     # p=0.998, r=0.213, 987+1000
hail; jail; 100000                      # p=0.998, r=0.252, 987+1000
hail; jail; 10000                       # p=0.998, r=0.300, 987+1000
hail; jail; 1000                        # p=0.997, r=0.343, 987+1000
hails; hauls; 10000                     # p=0.998, r=0.223, 1000+1000
hails; hauls; 1000                      # p=0.998, r=0.292, 1000+1000
hails; hauls; 100                       # p=0.997, r=0.338, 1000+1000
hails; hauls; 10                        # p=0.990, r=0.445, 1000+1000
hails; jails; 1000000                   # p=0.995, r=0.464, 1000+1000
hails; jails; 100000                    # p=0.995, r=0.516, 1000+1000
hails; jails; 10000                     # p=0.995, r=0.572, 1000+1000
hails; jails; 1000                      # p=0.994, r=0.645, 1000+1000
halved; halves; 1000000                 # p=0.998, r=0.451, 1000+1000
halved; halves; 100000                  # p=0.995, r=0.525, 1000+1000
halved; halves; 10000                   # p=0.991, r=0.581, 1000+1000
halved; halves; 1000                    # p=0.990, r=0.649, 1000+1000
hammed; jammed; 1000000                 # p=1.000, r=0.507, 52+1000
hammed; jammed; 100000                  # p=1.000, r=0.572, 52+1000
hammed; jammed; 10000                   # p=1.000, r=0.625, 52+1000
hammed; jammed; 1000                    # p=0.999, r=0.687, 52+1000
hammed; jammed; 100                     # p=0.997, r=0.740, 52+1000
hammering; yammering; 100000            # p=0.991, r=0.452, 1000+21
hamstring; hamstrung; 1000000           # p=1.000, r=0.462, 1000+235
hamstring; hamstrung; 100000            # p=1.000, r=0.562, 1000+235
hamstring; hamstrung; 10000             # p=1.000, r=0.648, 1000+235
hamstring; hamstrung; 1000              # p=1.000, r=0.722, 1000+235
hamstring; hamstrung; 100               # p=0.998, r=0.806, 1000+235
hamstring; hamstrung; 10                # p=0.993, r=0.887, 1000+235
happier; nappier; 1000000               # p=0.995, r=0.799, 1000+42
happier; nappier; 100000                # p=0.992, r=0.836, 1000+42
happier; nappier; 10000                 # p=0.992, r=0.860, 1000+42
happier; nappier; 1000                  # p=0.992, r=0.877, 1000+42
happier; nappier; 100                   # p=0.992, r=0.896, 1000+42
hard; hare; 1000000                     # p=0.995, r=0.290, 990+998
hared; hares; 1000000                   # p=0.991, r=0.724, 21+1000
hared; hares; 100000                    # p=0.991, r=0.772, 21+1000
hared; hares; 10000                     # p=0.991, r=0.799, 21+1000
hared; hares; 1000                      # p=0.991, r=0.828, 21+1000
harmonics; harmonica; 1000000           # p=0.997, r=0.188, 999+1000
harmonics; harmonica; 100000            # p=0.998, r=0.232, 999+1000
harmonics; harmonica; 10000             # p=0.996, r=0.274, 999+1000
harmonics; harmonica; 1000              # p=0.992, r=0.308, 999+1000
harmonized; harmonizes; 1000000         # p=0.996, r=0.223, 1000+167
harmonized; harmonizes; 100000          # p=0.997, r=0.303, 1000+167
harmonized; harmonizes; 10000           # p=0.995, r=0.374, 1000+167
harmonized; harmonizes; 1000            # p=0.992, r=0.415, 1000+167
harnessed; harnesses; 1000000           # p=0.997, r=0.310, 1000+1000
harnessed; harnesses; 100000            # p=0.996, r=0.366, 1000+1000
harnessed; harnesses; 10000             # p=0.993, r=0.421, 1000+1000
harrowing; narrowing; 1000000           # p=0.998, r=0.245, 1000+1000
harrowing; narrowing; 100000            # p=0.997, r=0.334, 1000+1000
harrowing; narrowing; 10000             # p=0.995, r=0.438, 1000+1000
harrowing; narrowing; 1000              # p=0.991, r=0.514, 1000+1000
harrow; narrow; 1000000                 # p=1.000, r=0.334, 997+998
harrow; narrow; 100000                  # p=0.996, r=0.361, 997+998
harrow; narrow; 10000                   # p=0.995, r=0.379, 997+998
harrow; narrow; 1000                    # p=0.991, r=0.406, 997+998
hashed; hashes; 1000000                 # p=0.997, r=0.261, 781+656
hashed; hashes; 100000                  # p=0.998, r=0.317, 781+656
hashed; hashes; 10000                   # p=0.998, r=0.398, 781+656
hashed; hashes; 1000                    # p=0.998, r=0.447, 781+656
hash; gash; 1000000                     # p=0.990, r=0.251, 1000+999
hash; gash; 100000                      # p=0.991, r=0.286, 1000+999
hash; gash; 10000                       # p=0.990, r=0.305, 1000+999
hashing; gashing; 1000                  # p=0.992, r=0.469, 992+46
hashing; gashing; 100                   # p=0.990, r=0.578, 992+46
hastily; nastily; 1000000               # p=0.991, r=0.505, 1000+56
hastily; nastily; 100000                # p=0.992, r=0.592, 1000+56
hastily; nastily; 10000                 # p=0.990, r=0.670, 1000+56
hatched; hatches; 1000000               # p=0.996, r=0.262, 1000+1000
hatched; hatches; 100000                # p=0.993, r=0.295, 1000+1000
hated; gated; 1000000                   # p=0.997, r=0.507, 1000+1000
hated; gated; 100000                    # p=0.995, r=0.573, 1000+1000
hated; gated; 10000                     # p=0.994, r=0.624, 1000+1000
hated; hared; 1000                      # p=0.990, r=0.802, 1000+21
hating; gating; 1000000                 # p=0.993, r=0.252, 999+783
hating; gating; 100000                  # p=0.995, r=0.314, 999+783
hating; gating; 10000                   # p=0.993, r=0.379, 999+783
hatters; natters; 1000000               # p=0.992, r=0.169, 748+29
hatters; natters; 10000                 # p=0.990, r=0.255, 748+29
haunt; jaunt; 1000000                   # p=0.998, r=0.335, 999+334
haunt; jaunt; 100000                    # p=0.998, r=0.376, 999+334
haunt; jaunt; 10000                     # p=0.997, r=0.428, 999+334
haunt; jaunt; 1000                      # p=0.994, r=0.489, 999+334
haunt; jaunt; 100                       # p=0.993, r=0.525, 999+334
haunts; jaunts; 1000000                 # p=0.998, r=0.365, 1000+111
haunts; jaunts; 100000                  # p=0.998, r=0.410, 1000+111
haunts; jaunts; 10000                   # p=0.994, r=0.471, 1000+111
