# v_zna
#згідно v_rod
опізнати v_zna:v_oru:v_dav
опікати v_zna:v_oru:v_dav
опікатися v_oru
опікувати v_zna:v_oru:v_dav
опікуватися v_oru
опісля v_rod
опішити v_zna:v_oru:v_dav
оплавити v_zna:v_oru:v_dav
оплавитися v_oru
оплавляти v_zna:v_oru:v_dav
оплавлятися v_oru
оплакати v_zna
оплакувати v_zna:v_oru
оплакуватися v_oru
оплатити v_zna:v_oru:v_dav
оплатитися v_oru
оплачувати v_zna:v_oru:v_dav
оплачуватися v_oru:v_dav
оплескувати v_zna:v_oru
оплести v_zna:v_oru:v_dav
оплестися v_oru
опливати v_oru
опливти v_oru
оплисти v_oru
оплітати v_zna:v_oru:v_dav
оплітатися v_oru
опломбовувати v_zna:v_oru:v_dav
опломбовуватися v_oru
опломбувати v_zna:v_oru:v_dav
опломбуватися v_oru
оплутати v_zna:v_oru:v_dav
оплювати v_zna:v_oru:v_dav
опльовувати v_zna:v_oru:v_dav
оповзати v_zna:v_oru:v_dav
оповивати v_zna:v_oru:v_dav
оповиватися v_oru
оповити v_zna:v_oru:v_dav
оповитися v_oru
оповідати v_zna:v_dav:v_oru
оповідатися v_oru
оповісти v_zna:v_oru:v_dav
оповістити v_zna:v_oru:v_dav
оповіститися v_oru
оповіщати v_zna:v_oru:v_dav
оповіщатися v_oru
оповіщувати v_zna:v_oru:v_dav
опоганити v_zna:v_oru:v_dav
опоганитися v_oru
опоганювати v_zna:v_oru:v_dav
опоганюватися v_oru
оподатковувати v_zna:v_oru:v_dav
оподатковуватися v_oru
оподаткувати v_zna:v_oru:v_dav
оподаткуватися v_oru
опоетизовувати v_zna:v_oru:v_dav
опоетизовуватися v_oru
опоетизувати v_zna:v_oru:v_dav
опоетизуватися v_oru
опозиційний v_dav
опозиціонувати v_zna:v_oru:v_dav
опозоритися v_oru
ополіскувати v_zna:v_oru:v_dav
ополоскати v_zna:v_dav:v_oru
ополоснути v_zna:v_oru:v_dav
ополоснутися v_oru
ополячити v_zna
опонувати v_dav:v_oru
опорожнювати v_zna:v_oru:v_dav
опорожнюватися v_oru
опороситися v_oru
опорочити v_zna:v_oru
опорочувати v_zna:v_oru
опоряджати v_zna:v_oru:v_dav
опоряджатися v_oru
опоряджувати v_zna:v_oru:v_dav
опоряджуватися v_oru
опорядити v_zna:v_oru:v_dav
опорядитися v_oru
опосередковувати v_zna:v_oru:v_dav
опосередковуватися v_oru
опосередкувати v_zna:v_oru:v_dav
опосідати v_zna:v_oru:v_dav
опосісти v_zna:v_oru:v_dav
опостін v_rod
опошлити v_zna:v_oru
опошлитися v_oru
опоясувати v_zna:v_oru
опоясуватися v_oru
оправдати v_zna:v_oru
оправдатися v_oru
оправдовувати v_zna:v_oru:v_dav
оправдовуватися v_oru
оправдувати v_zna:v_oru
оправдуватися v_oru
оправити v_zna:v_oru:v_dav
оправитися v_oru
оправляти v_zna:v_oru:v_dav
оправлятися v_oru
опрацювати v_zna:v_oru:v_dav
опрацюватися v_oru
опрацьовувати v_zna:v_oru:v_dav
опрацьовуватися v_oru
опреділити v_zna
опредметнювати v_zna:v_oru
опредметнюватися v_oru
опредмечувати v_zna
опресовувати v_zna:v_oru:v_dav
опресувати v_zna:v_oru:v_dav
оприбутковувати v_zna:v_oru:v_dav
оприбутковуватися v_oru
оприбуткувати v_zna:v_oru:v_dav
оприбуткуватися v_oru
оприлюднити v_zna:v_oru:v_dav
оприлюднювати v_zna:v_oru:v_dav
оприлюднюватися v_oru
оприскувати v_zna:v_oru:v_dav
опритомнювати v_zna:v_oru:v_dav
оприявити v_zna:v_oru:v_dav
оприявитися v_oru
оприявлювати v_zna:v_oru:v_dav
оприявлюватися v_oru
оприявнити v_zna:v_oru:v_dav
оприявнитися v_oru
оприявнювати v_zna:v_oru:v_dav
оприявнюватися v_oru
опріснити v_zna:v_oru:v_dav
опріснитися v_oru
опріснювати v_zna:v_oru:v_dav
опріснюватися v_oru
опрісняти v_zna:v_oru:v_dav
опріснятися v_oru
опріч v_rod
опріче v_rod
опробовувати v_zna
опробувати v_zna
опрозорити v_zna:v_oru:v_dav
опрозорювати v_zna:v_oru:v_dav
опромінити v_zna:v_oru:v_dav
опромінитися v_oru
опромінювати v_zna:v_oru:v_dav
опромінюватися v_oru
опротестовувати v_zna:v_oru:v_dav
опротестовуватися v_oru
опротестувати v_zna:v_oru:v_dav
опротестуватися v_oru
опроче v_rod
опрягтися v_oru
оптимізовувати v_zna:v_oru
оптимізовуватися v_oru
оптимізувати v_zna:v_oru:v_dav
оптимізуватися v_oru
опубліковувати v_zna:v_oru:v_dav
опубліковуватися v_oru
опублікувати v_zna:v_oru:v_dav
опублікуватися v_oru
опудрити v_zna:v_oru:v_dav
опудрювати v_zna:v_oru:v_dav
опуклити v_zna:v_oru:v_dav
опуклювати v_zna:v_oru:v_dav
опускати v_zna:v_oru:v_dav
опускатися v_oru
опустити v_zna:v_oru:v_dav
опуститися v_oru
опутувати v_zna:v_oru
опушити v_zna:v_oru
опушувати v_zna:v_oru
опція v_inf
орати v_zna:v_oru:v_dav
оратися v_oru
організовувати v_zna:v_oru:v_dav
організовуватися v_oru
організувати v_zna:v_oru:v_dav
організуватися v_oru
орендувати v_zna:v_oru:v_dav
орендуватися v_oru
орієнтувати v_zna
оркеструвати v_zna:v_oru:v_dav
оркеструватися v_oru
орнаментувати v_zna:v_oru:v_dav
орнаментуватися v_oru
орудувати v_oru
орудуватися v_oru
осаджувати v_zna:v_oru:v_dav
осаджуватися v_oru
осадити v_zna:v_oru:v_dav
осадитися v_oru
освинцювати v_zna:v_oru:v_dav
освинцюватися v_oru
освинцьовувати v_zna:v_oru:v_dav
освинцьовуватися v_oru
освистати v_zna:v_oru:v_dav
освистувати v_zna:v_oru:v_dav
освистуватися v_oru
освідчити v_zna:v_oru:v_dav
освідчитися v_oru:v_dav
освідчувати v_zna:v_oru:v_dav
освідчуватися v_oru:v_dav
освіжати v_zna:v_oru:v_dav
освіжатися v_oru
освіжити v_zna:v_oru:v_dav
освіжитися v_oru
освіжувати v_zna:v_oru:v_dav
освіжуватися v_oru
освітити v_zna:v_oru:v_dav
освітитися v_oru
освітлити v_zna:v_oru:v_dav
освітлитися v_oru
освітлювати v_zna:v_oru:v_dav
освітлюватися v_oru
освічувати v_zna:v_oru:v_dav
освічуватися v_oru
освоїти v_zna:v_oru
освоювати v_zna:v_oru:v_dav
освоюватися v_oru
освятити v_zna:v_oru:v_dav
освятитися v_oru:v_dav
освячувати v_zna:v_oru:v_dav
освячуватися v_oru
оселити v_zna:v_oru:v_dav
оселитися v_oru
оселяти v_zna:v_oru:v_dav
оселятися v_oru
осердити v_zna:v_oru
осереднити v_zna:v_oru:v_dav
осереднювати v_zna:v_oru:v_dav
осилити v_zna
осилювати v_zna
осипати v_zna:v_oru:v_dav
осипати v_zna:v_oru:v_dav
осипатися v_oru
осипатися v_oru
осиротити v_zna
осідати v_oru
осідатися v_oru
осідлати v_zna
осікати v_zna:v_oru:v_dav
осікатися v_oru
осікти v_zna:v_oru:v_dav
осіктися v_oru
осінити v_zna
осіняти v_zna:v_oru
осісти v_zna:v_oru:v_dav
оскалитися v_oru
оскаржити v_zna:v_oru
оскаржувати v_zna:v_oru
оскаржуватися v_oru
осквернити v_zna:v_oru:v_dav
осквернитися v_oru
оскверняти v_zna:v_oru:v_dav
осквернятися v_oru
оскірити v_zna:v_oru:v_dav
оскіритися v_oru
оскопити v_zna
оскопляти v_zna
ослабити v_zna:v_oru:v_dav
ослабитися v_oru
ослаблювати v_zna:v_oru:v_dav
ослаблюватися v_oru
ослабляти v_zna:v_oru:v_dav
ослаблятися v_oru
ославити v_zna:v_oru:v_dav
ославитися v_oru
ославлювати v_zna:v_oru:v_dav
ославляти v_zna:v_oru:v_dav
ославлятися v_oru
осліпити v_zna:v_oru:v_dav
осліпитися v_oru
осліплювати v_zna:v_oru:v_dav
осліплюватися v_oru
осліпляти v_zna:v_oru:v_dav
ословити v_zna:v_oru:v_dav
ословитися v_oru
ословлювати v_zna:v_oru:v_dav
ословлюватися v_oru
ослухатися v_rod
осмалювати v_zna:v_oru:v_dav
осмалюватися v_oru
осмикати v_zna:v_oru:v_dav
осмикнути v_zna:v_oru:v_dav
осмикнутися v_oru
осмикувати v_zna:v_oru:v_dav
осмикуватися v_oru
осмислити v_zna:v_oru
осмислитися v_oru
осмислювати v_zna:v_oru
осмислюватися v_oru
осмілитися v_inf
осміхатися v_oru:v_dav
осміхнутися v_oru:v_dav
осміювати v_zna:v_oru:v_dav
осміяти v_zna:v_oru:v_dav
осмолити v_zna:v_oru:v_dav
осмолювати v_zna:v_oru:v_dav
осмолюватися v_oru
оснастити v_zna:v_oru:v_dav
оснаститися v_oru
оснащувати v_zna:v_oru:v_dav
оснащуватися v_oru
основувати v_zna:v_oru:v_dav
осолоджувати v_zna:v_oru:v_dav
осолоджуватися v_oru
осолодити v_zna:v_oru:v_dav
осолодитися v_oru
осолонцювати v_zna:v_oru:v_dav
осолонцюватися v_oru
осоромити v_zna:v_oru:v_dav
осоромитися v_oru
осоромлювати v_zna:v_oru:v_dav
осоромлюватися v_oru
осоромляти v_zna:v_oru:v_dav
осоружний v_dav
оспівати v_zna:v_oru:v_dav
оспівувати v_zna:v_oru:v_dav
оспівуватися v_oru
оспорити v_zna:v_oru:v_dav
оспорювати v_zna:v_oru:v_dav
оспорюватися v_oru
оставатися v_oru
оставити v_zna:v_oru:v_dav
остатися v_oru
остерегти v_zna:v_oru:v_dav
остерігати v_zna:v_oru:v_dav
остерігатися v_rod
остогидіти v_oru:v_dav
остогидлий v_dav
остогиднути v_oru:v_dav
осторонь v_rod
осточортіти v_oru:v_dav
остуджувати v_zna:v_oru:v_dav
остуджуватися v_oru
остудити v_zna:v_oru:v_dav
остудитися v_oru
оступачити v_zna:v_oru:v_dav
осувати v_zna:v_oru:v_dav
осуватися v_oru
осуджувати v_zna:v_oru:v_dav
осуджуватися v_oru
осудити v_zna:v_oru:v_dav
осунути v_zna:v_oru:v_dav
осунутися v_oru
осучаснити v_zna:v_oru:v_dav
осучаснитися v_oru
осучаснювати v_zna:v_oru:v_dav
осучаснюватися v_oru
осушити v_zna:v_oru:v_dav
осушитися v_oru
осушувати v_zna:v_oru:v_dav
осушуватися v_oru
осцилювати v_zna:v_oru:v_dav
осявати v_zna:v_oru:v_dav
осяватися v_oru
осягати v_zna:v_oru:v_dav
осягатися v_oru
осягнути v_zna:v_oru
осягти v_zna:v_oru:v_dav
осяйнути v_zna:v_oru:v_dav
осяювати v_zna:v_oru:v_dav
осяюватися v_oru
осяяти v_zna:v_oru:v_dav
осяятися v_oru
отаборитися v_oru
отверезити v_zna:v_oru:v_dav
отворити v_zna:v_oru:v_dav
отерти v_zna:v_oru:v_dav
отинькувати v_zna:v_oru:v_dav
отирати v_zna:v_oru:v_dav
отиратися v_oru
отінити v_zna:v_oru:v_dav
отінювати v_zna:v_oru:v_dav
отіняти v_zna:v_oru:v_dav
отісувати v_zna:v_oru:v_dav
отоварити v_zna:v_oru:v_dav
отоваритися v_oru
отоварювати v_zna:v_oru:v_dav
отоварюватися v_oru
отопити v_zna:v_oru:v_dav
отопитися v_oru
оторочити v_zna:v_oru:v_dav
оторочитися v_oru
оторочувати v_zna:v_oru:v_dav
оторочуватися v_oru
ототожнити v_zna:v_oru:v_dav
ототожнитися v_oru
ототожнювати v_zna:v_oru:v_dav
ототожнюватися v_oru
оточити v_zna:v_oru:v_dav
оточитися v_oru
оточувати v_zna:v_oru:v_dav
оточуватися v_oru
отримати v_zna:v_oru
отримувати v_zna:v_oru
отримуватися v_oru
отруїти v_zna:v_oru:v_dav
отруїтися v_oru
отруювати v_zna:v_oru:v_dav
отруюватися v_oru
отулити v_zna:v_oru:v_dav
отуляти v_zna:v_oru:v_dav
отуманити v_zna:v_oru:v_dav
отуманитися v_oru
отуманюватися v_oru
отупляти v_zna:v_oru:v_dav
отягати v_zna:v_oru:v_dav
отягатися v_oru
отягнути v_zna:v_oru:v_dav
отягти v_zna:v_oru:v_dav
отягтися v_oru
отямити v_zna:v_oru:v_dav
отямитися v_oru
отямлюватися v_oru
офірувати v_zna:v_oru:v_dav
офіруватися v_oru:v_dav
оформити v_zna:v_oru:v_dav
оформитися v_oru
оформлювати v_zna:v_oru:v_dav
оформлюватися v_oru
оформляти v_zna:v_oru:v_dav
оформлятися v_oru
офранцузити v_zna:v_oru:v_dav
офранцузитися v_oru
